Laptop,Color Choice,Graphics Card,Hard Drive,Memory,Operating System,Processor,Display,Keyboard,final price
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18013.50111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15489.02111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15725.69111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16672.37111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16277.92111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16514.59111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17461.27111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16277.92111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16514.59111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17461.27111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17066.82111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17303.49111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18250.17111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17619.05111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17855.72111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18802.40111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18407.95111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18644.62111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19591.30111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17066.82111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),20222.42111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17303.49111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),20459.09111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18250.17111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,21405.77111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17855.72111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),21011.32111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18092.39111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),21247.99111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19039.07111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,22194.67111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),19433.52111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),22589.12111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),19670.19111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),22825.79111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,20616.87111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,23772.47111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),20222.42111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),23378.02111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),20459.09111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),23614.69111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,21405.77111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,24561.37111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17303.49111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),20459.09111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17540.16111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),20695.76111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18486.84111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,21642.44111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18092.39111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),21247.99111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18329.06111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),21484.66111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19275.74111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,22431.34111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),19670.19111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),22825.79111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),19906.86111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),23062.46111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,20853.54111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,24009.14111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),20459.09111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),23614.69111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),20695.76111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),23851.36111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,21642.44111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,24798.04111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18644.62111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),21800.22111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18881.29111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),22036.89111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19827.97111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,22983.57111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),19433.52111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),22589.12111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),19670.19111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),22825.79111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,20616.87111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,23772.47111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),21011.32111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),24166.92111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),21247.99111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),24403.59111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,22194.67111
m15-r4,_,3080 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,25350.27111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),21800.22111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),24955.82111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),22036.89111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),25192.49111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,22983.57111
m15-r4,_,3080 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i9,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,26139.17111